name,website,street_address,city,region,postal_code,country,phones,emails,whatsapp,social_links,opening_hours,materials,material_prices,description
"Sims Metal - San Jose, California",https://scrapvisor.com/charron-metals-corporation/,30104 Indust,rial Pk,WY,,United States,['(408) 727-5279'],[],[],[],,"['Copper', 'Brass', 'Steel', 'Electronic', 'Aluminum', 'Iron', 'Stainless Steel', 'Scrap Metal', 'Lead', 'Zinc']",[],"Charron Metals Corporation in San Jose – your trusted scrap metal yard. Find our contact information, view companies on the map, check the metals purchased by the company, and explore our company services. Competitive prices and fair terms."
RECYCLINGREDEFINED,https://www.sarecycling.com/,2411 North Glassell Street,Orange,CA,92865,United States,['(800) 468-7272'],[],[],[],,"['Copper', 'Appliance', 'Brass', 'Steel', 'Aluminum', 'Iron', 'Scrap Metal', 'Lead']",[],Your car still has VALUE. If you have an old car or damaged car that you’re ready to get rid of. WE WILL PAY CASH FOR IT TODAY!
Metal Recycling Los Angeles – Atlas Iron & Metal Co.,https://atlasironandmetal.com/metal-recycling-los-angeles/,10019 S Alameda Street,Los Angeles,CA,90002,United States,"['(800) 540-5184', '(566) 518-4800', '(323) 566-5184']",[],[],[],,"['Copper', 'Appliance', 'Steel', 'Aluminum', 'Iron', 'Scrap Metal', 'Stainless Steel']",[],"Atlas Iron & Metal Company, Inc provides stainless steel scrap yard recycling services in Los Angeles. We buy stainless steel, debris, motors, appliances & automotive scrap for cash."
Sims Metal – SacramentoCLOSED NOW,https://iscrapapp.com/yards/us-california-sacramento-sims-metal-mgmt-sacramento/,"75
Fire Wire
Forktruck Battery
FSX 414
Fuses
Gold
Hard Drive Boards
Hard Drives
Hard Drives without Boards
Hastelloy Solids
Hastelloy Turnings
Heliax Wire
High Speed Steel
Housewire
Incomplete Car
Inconel
Inconel 792
Inconel 800
Inconel 825
Ink Cartridges
Insulated Aluminum Wire
Insulated Copper Cable
Insulated Copper Wire
Insulated Steel BX
Invar
Junkshop Extrusion
Keyboard","s
Kov",AR,,United States,['(916) 444-3380'],[],[],[],,"['Battery', 'Copper', 'Brass', 'Steel', 'Catalytic Converter', 'Aluminum', 'Iron', 'Stainless Steel', 'Scrap Metal', 'Lead']",[],"Sims Metal - Sacramento, Scrap Metal Yard in Sacramento, California"
Services,https://atlasironandmetal.com/services/,10019 S Alameda Street,Los Angeles,CA,90002,United States,"['(800) 540-5184', '(566) 518-4800', '(323) 566-5184']",[],[],[],,"['Copper', 'Steel', 'Aluminum', 'Iron', 'Scrap Metal']",[],"Atlas Iron & Metal Co., a scrapyard, provides metal scrap yard recycling services in Los Angeles. Recycle aluminum, metal, copper, stainless steel & automotive scrap."
Capitol City Recycling,https://iscrapapp.com/yards/us-california-sacramento-capitol-city-recycling/,"75
Fire Wire
Forktruck Battery
FSX 414
Fuses
Gold
Hard Drive Boards
Hard Drives
Hard Drives without Boards
Hastelloy Solids
Hastelloy Turnings
Heliax Wire
High Speed Steel
Housewire
Incomplete Car
Inconel
Inconel 792
Inconel 800
Inconel 825
Ink Cartridges
Insulated Aluminum Wire
Insulated Copper Cable
Insulated Copper Wire
Insulated Steel BX
Invar
Junkshop Extrusion
Keyboard","s
Kov",AR,,United States,[],[],[],[],,"['Battery', 'Copper', 'Brass', 'Steel', 'Catalytic Converter', 'Aluminum', 'Iron', 'Stainless Steel', 'Scrap Metal', 'Lead']",[],"Capitol City Recycling, Scrap Metal Yard in Sacramento, California"
Nevada JUNKYARDS & SALVAGE YARDS,https://www.rustysautosalvage.com/nevada.html,1030    Ford,Edge  Ye,AR,,United States,['(866) 439-4401'],[],[],[],,[],[],Our network of Nevada junkyards and auto salvage yards will pay you cash for your junk car on the spot and offer free junk car removal in all of NV.
Metal Recycling Los Angeles,https://www.tmscrapmetals.com/metal-recycling-los-angeles/,11092 Tuxford St,Sun Valley,CA,91352,United States,['(818) 771-0510'],['771-0510info@tmscrapmetals.comhours'],[],[],,"['Copper', 'Appliance', 'Brass', 'Steel', 'Aluminum', 'Iron', 'Scrap Metal', 'Stainless Steel']",[],"Metal recycling in Los Angeles, CA. We pay top prices for scrap metal. Need your scrap picked up? We offer mobile recycling and can come to you. Call today!"
JunkYards inSan Jose (California),https://usjunkyards.com/st-california/cy-santa-clara/ci-san-jose/,,,,,United States,"['(888) 871-4488', '(888) 853-0481']",[],[],[],,"['Battery', 'Scrap Metal', 'Auto Parts']",[],"Explore detailed information on JunkYards near you in San Jose, CA. Visit this page to locate car salvage yards where you can sell your car or find auto parts."
Late Model Used Auto Parts,https://www.sanbenitoauto.com/,,Hollister,CA,95023,United States,['(831) 637-5795'],[],[],[],Office Hours: Mon - Fri 8:00am - 5:00pm Sat 8:00am - 4:00pm pst,['Auto Parts'],[],
Scrap Metal Recycling,https://smartrecycling.com/,414 West C Street,Wilmington,CA,90744,United States,"['(310) 834-4861', '(310) 830-8277']",[],[],[],,"['Copper', 'Lead', 'Scrap Metal']",[],SmartRecycling.com offers efficient and fair industrial scrap metal recycling services. Our team is responsive and professional. Call today! 310-830-8277
Aluminum Recycling,https://consolidatedresources.com/aluminum-recycling-az/,4849 W. Missouri Ave.,Glendale,AZ,85301,United States,['(623) 931-5009'],[],[],[],,"['Copper', 'Brass', 'Steel', 'Electronic', 'Aluminum', 'Stainless Steel', 'Scrap Metal', 'Lead', 'Zinc']",[],We provide comprehensive industrial recycling solutions for a wide variety of materials including aluminum.
Understanding the Scrap Metal Recycling Process in California,https://www.ptmetals.com/blog/scrap-metal-recycling-process-california/,38252213 Tyler Ave,South El Monte,CA,91733,United States,['(626) 443-8921'],"['91733emailscrap@ptmetals.comhoursmon', 'scrap@ptmetals.com']",[],[],,"['Copper', 'Appliance', 'Brass', 'Steel', 'Electronic', 'Catalytic Converter', 'Aluminum', 'Precious Metals', 'Iron', 'Stainless Steel']",[],The scrap metal recycling process in California is an important part of how we manage waste and protect the environment. Understanding this process helps us
Gallery,https://atlasironandmetal.com/gallery/,10019 S Alameda Street,Los Angeles,CA,90002,United States,"['(800) 540-5184', '(566) 518-4800', '(323) 566-5184']",[],[],[],,"['Copper', 'Steel', 'Iron', 'Scrap Metal', 'Stainless Steel']",[],"View an image gallery provided by Atlas Iron & Metal Co. to see scrap yard metal recycling & disposal services in Los Angeles. We buy steel, aluminum, cooper & more."
Phoenix Metal Recycling - Davis Metals,https://davismetals.com/,3322 E. Washington Street,Phoenix,AZ,85034,United States,"['(602) 267-7208', '(123) 456-7890']",['info@davismetals.com'],[],[],,"['Copper', 'Brass', 'Steel', 'Aluminum', 'Iron', 'Scrap Metal', 'Stainless Steel']",[],Davis Metals & Salvage is Arizona's premier steel supply and scrap metal recycling center in Phoenix. From Sheet and Bar Steel to Tubing and Expanded Metals.
JunkYards inSan Francisco (California),https://usjunkyards.com/st-california/cy-san-francisco/ci-san-francisco/,"0 Reviews


                2895 3rd St",San Francis,CO,,United States,"['(888) 871-4488', '(888) 853-0481']",[],[],[],,"['Auto Parts', 'Scrap Metal']",[],"Explore detailed information on JunkYards near you in San Francisco, CA. Visit this page to locate car salvage yards where you can sell your car or find auto parts."
"San Francisco Salvage Yards, CA",https://iscrapapp.com/scrap-yards/san-francisco-ca-salvage-yards/,2730 Peralta Street,Oakla,ND,,United States,[],[],[],[],,"['Battery', 'Auto Parts', 'Copper', 'Brass', 'Steel', 'Catalytic Converter', 'Aluminum', 'Iron', 'Stainless Steel', 'Lead']",[],Make money from your car by scrapping it for cash. Find the auto part you need for repair and scrap metal prices with San Francisco salvage yards.
Copper Recycling in San Diego,https://www.industrialscrapmetal.com/california/san-diego-copper-recycling/,"2 copper.


Insulated Heavy wire is uncommon but still recycled.


Romex wire is used in wiring homes and is considered a mid-recovery insulated grade.


Copper Radiators are a combination of copper and brass. These are less commonly used in modern vehicles. 


Copper Bearing is low recovery copper that includes motors and other electronic devices. Prices are extremely lower than other copper items.


Our copper processing is fueled by materials that we purchase from businesses in a variety of industries. We make efforts to deal with indust",ries arou,ND,,United States,[],['billy@warank.com'],[],[],,"['Copper', 'Brass', 'Steel', 'Electronic', 'Aluminum', 'Precious Metals', 'Iron', 'Scrap Metal', 'Lead']",[],"Industrial Scrap Metal offers Copper Recycling in San Diego, CA. Form of Copper recycling are Copper Solids Recycled,  Copper Sludge Recycled, Copper Residue Recycled."
Scrap Metal Recycling San Diego - Smart Recycling Inc.,https://smartrecycling.com/scrap-metal-recycling-san-diego/,414 West C Street,Wilmington,CA,90744,United States,"['(310) 834-4861', '(310) 830-8277']",[],[],[],,"['Copper', 'Brass', 'Steel', 'Aluminum', 'Iron', 'Scrap Metal', 'Lead']",[],San Diego Scrap Metal Recycling
Affordable Auto Parts at Discount Rates!,http://americaautodismantling.com/,1180 B Heritage Road,San Diego,CA,92154,United States,['(619) 661-1494'],['bassoraha4@gmail.com'],[],[],,['Auto Parts'],[],
Junk Scrap Yards in San Francisco,https://junkscrapyard.com/location/san-francisco/,"3546
We Have Every Thing From Vw To Truck Parts. 65 To 95 Hard",To Fi,ND,,United States,"['(415) 588-3546', '(415) 284-9514']",['mail@darwinmotors.com'],[],[],,"['Auto Parts', 'Scrap Metal']",[],Junk Scrap Yards in San Francisco
Junk Scrap Yards in Sacramento,https://junkscrapyard.com/location/sacramento/,716 Bell Avenue,Sacramento,CA,95838,United States,"['(916) 925-0458', '(916) 388-8350', '(916) 366-7470']","['brad@subwaytruckparts.com', 'info@autogator.com', 'sales@capitolimport.com']",[],[],,"['Auto Parts', 'Scrap Metal', 'Stainless Steel', 'Steel']",[],Junk Scrap Yards in Sacramento
"Auto Parts & Vehicle Dismantlers in Modesto, CA",https://junkyardpartsanddismantlers.com/,"0751






OUR LOCATION

618 S 9th St",Modesto,CA,95351,United States,[],[],[],[],,['Auto Parts'],[],"Auto Parts & Vehicle Dismantlers in Modesto, CA - California Auto Parts & Auto Dismantlers. Call us at (209) 523-0751"
Top 5 Scrap Metal Recycling in Los Angeles,https://generated.com/scrap-metal-recycling-los-angeles/,,,,,United States,['(602) 353-9411'],"['informationinfo@generated.com', 'info@generated.com', 'dispatch@generated.com']",[],[],,"['Aluminum', 'Scrap Metal', 'Iron', 'Steel']",[],"In 2017, the scrap metal recycling industry in the United States reached a total value of over $45 billion. This combined worth takes into account the two"
(775) 461-1280,http://www.recyclingnevada.com/services/,"1280
















OverviewServicesContact Us




                    
                        Universal Service Recycling5855 Sheep Dr.",Carson City,NV,89701,United States,[],[],[],[],,"['Copper', 'Appliance', 'Brass', 'Steel', 'Catalytic Converter', 'Aluminum', 'Iron', 'Stainless Steel', 'Scrap Metal', 'Lead']",[],"Universal Service Recycling Provides Scrap Metal Recycling Services Throughout the Carson City, NV Area."
"Junkyards & Auto Salvagein Los Angeles, CA",https://preferredjunkyard.com/california/los-angeles/,2531 Sawtelle Blvd,Los Angeles,CA,90064,United States,[],[],[],[],,"['Auto Parts', 'Iron']",[],"Find Trusted Junkyards and Auto Salvage Yards in Los Angeles, California that Buy Junk Cars and Sell Reliable Used Auto and Truck Parts."
"Professional Scrap Metal Removal Services – Fast, Eco‑Friendly & Hassle‑Free",https://www.movenhaul.com/scrap-metal-removal,6 Expert - Waste Fast,AboutServicesBo,OK,,United States,['(415) 416-0817'],"['info@movenhaul.com', '416-0817info@movenhaul.common']",[],[],,"['Appliance', 'Copper', 'Electronic', 'Iron', 'Scrap Metal']",[],"Need scrap metal removal in San Francisco? MovenHaul delivers fast, eco‑friendly hauling for appliances, construction debris, and all types of metal scrap—safe, affordable, and same‑day service."
"A & R Scrap Metal Recycling CompanyA Scrap Metal Buyer in South San Francisco, California",https://www.armetalrecyclers.com/scrap-metal-buyer-south-san-francisco-california.html,,,,,United States,['(713) 410-8333'],[],[],[],,['Scrap Metal'],[],"A & R Scrap Metal Recycling Company, scrap metal buyer in South San Francisco, California, scrap metal recycler, recycle scrap metal, scrap metal prices, scrap buyer, South San Francisco, California, CO"
Ranch Town Metal Recycling Center,https://locator.wastebits.com/location/ranch-town-metal-recycling-center,"95126








Website







Call







Directions










Overview
Ranch Town Metal Recycling Center is located at 775 Lincoln Ave",San Jose,CA,95126,United States,['(408) 292-3333'],[],[],[],,"['Appliance', 'Iron', 'Electronic']",[],"Info about Ranch Town Metal Recycling Center: The recycler located at 775 Lincoln Ave, San Jose, CA 95126."
A-German Auto parts & servicein San Jose,https://preferredjunkyard.com/california/san-jose/a-german-auto-parts-service/,301 San Jose Ave,San Jose,CA,95125,United States,['(408) 993-9711'],[],[],[],,['Auto Parts'],[],"View the main reviews of A-German Auto parts & service in San Jose and get all the contact information, location details and opening hours."
Industries,https://atlasironandmetal.com/industries/,10019 S Alameda Street,Los Angeles,CA,90002,United States,"['(800) 540-5184', '(566) 518-4800', '(323) 566-5184']",[],[],[],,"['Copper', 'Brass', 'Steel', 'Electronic', 'Aluminum', 'Iron', 'Scrap Metal']",[],"Atlas Iron & Metal Co. provides metal scrap yard recycling services in Los Angeles to industries. Recycle wiring, metal, copper, stainless steel & automotive parts."
Sims Metal,https://scrapvisor.com/exact-alloys/,30104 Indust,rial Pk,WY,,United States,['(916) 514-1098'],[],[],[],,"['Copper', 'Brass', 'Steel', 'Aluminum', 'Iron', 'Stainless Steel', 'Scrap Metal', 'Lead', 'Zinc']",[],"Exact Alloys in Sacramento – your trusted scrap metal yard. Find our contact information, view companies on the map, check the metals purchased by the company, and explore our company services. Competitive prices and fair terms."
JunkYards and Salvage Yards inNevada (NV),https://usjunkyards.com/st-nevada/,"178 Reviews


1705 Marietta Way",Spar,KS,,United States,['(888) 853-0481'],[],[],[],,"['Auto Parts', 'Copper', 'Catalytic Converter', 'Scrap Metal']",[],Find the nearest car junkyards and salvage yards near you in Nevada ⚡ USJunkYards provides a list of all salvage yards where you can dispose of your car and get Cash.
Junkyards in Nevada,https://www.usedpart.us/used-auto-parts/nevada/,,,,,United States,['(800) 646-4790'],['sales@usedpart.us'],[],[],,"['Battery', 'Auto Parts']",[],✓ IN STOCKMarshall's Auto Parts IncGet a PriceCall For A QuoteAbout This Yard
Standard Auto Recycling,http://standardautorecycling.com/,2000 Nissan. I gave,it sever,AL,,United States,['(555) 428-0940'],[],[],[],,['Auto Parts'],[],"Serving cheap auto parts to the greater San Diego area with over 40 years of experience, Reliable and cheap auto parts."
All Ferrous Grades Recycling,https://consolidatedresources.com/ferrous-grades-recycling-az/,4849 W. Missouri Ave.,Glendale,AZ,85301,United States,['(623) 931-5009'],[],[],[],,"['Copper', 'Appliance', 'Brass', 'Steel', 'Electronic', 'Aluminum', 'Iron', 'Stainless Steel', 'Scrap Metal', 'Lead']",[],"We specialize in industrial and commercial recycling of all ferrous grade metals, which means that if your business produces ferrous scrap, we can help!"
Where to Recycle Scrap Metal in Los Angeles,https://www.ptmetals.com/blog/where-to-recycle-scrap-metals-los-angeles/,38252213 Tyler Ave,South El Monte,CA,91733,United States,[],"['91733emailscrap@ptmetals.comhoursmon', 'scrap@ptmetals.com']",[],[],,"['Auto Parts', 'Copper', 'Appliance', 'Brass', 'Steel', 'Electronic', 'Catalytic Converter', 'Aluminum', 'Precious Metals', 'Iron']",[],"The best places to recycle scrap metal in Los Angeles include P&T Metals in South El Monte, SA Recycling with multiple locations, TM Scrap Metals in Sun"
Tapatio Auto and Truck Recycling - Warranty and Refunds,https://www.tapatioauto.com/warranty-returns/,30 days warrantyELECTRICAL PARTSNo warranty is offered on elect,ric,AL,,United States,['(800) 388-9134'],[],[],[],,"['Battery', 'Auto Parts', 'Electronic']",[],"90 days guarantees on: Engines, Transmissions and Axles, you can also purchase and extended warranty up to 1 Year, best warranty in the industry."
Your Premier Destination for Used Parts,http://cypressautorecyclers.com/,1649 28th St,Oakland,CA,94608,United States,"['(510) 451-3034', '(800) 573-7278']",['info@cypressautorecyclers.com'],[],[],Mon - Fri 8am - 5pm Saturday/Sunday Closed,['Auto Parts'],[],"Cypress Auto Salvage, Inc.: serving the Oakland, CA area with quality used parts"
"San Diego, California - 92104 Local Recycling Centers",https://recyclingcenters.org/California/San_Diego_92104_recycling_centers.php,"92109
                            












E-Cycle Environmental



                                                                    2966 E Victoria St",Compton,CA,90221,United States,[],[],[],[],,"['Appliance', 'Iron', 'Electronic', 'Scrap Metal']",[],"San Diego, California 92104 Local Recycling Centers and Recycling Information and Statistics"
Hours of Operation (PST/PDT),http://www.toyautomartca.com/,,Rancho Cordova,CA,95742,United States,"['(916) 638-0440', '(916) 853-2084']",['erik@toyautomartca.com'],[],[],,"['Auto Parts', 'Iron']",[],"ToyAuto Mart: serving the Rancho Cordova, CA area with quality used parts"
Southern California lead auto recyclerwith many decades of experience,https://www.tapatioauto.com/,2327 Siempre Viva Ct,San Diego,CA,92154,United States,['(800) 388-9134'],[],[],[],,"['Auto Parts', 'Iron', 'Lead']",[],"Southern California lead used auto parts recycler with decades of experience, engines, transmisions, head lamps, hoods, radiator in San Diego & Rosamond."
California Scrap Metal Buyers & Recycling Centers,https://scrapvisor.com/california/,"0








FNG Recycling and E-waste Handlers
2711 N Wilmington Ave",Compton,CA,90222,United States,"['(408) 842-2565', '(323) 794-9532', '(562) 410-7703']",[],[],[],,"['Copper', 'Brass', 'Steel', 'Catalytic Converter', 'Aluminum', 'Iron', 'Stainless Steel', 'Scrap Metal', 'Lead', 'Zinc']",[],"Find trusted scrap metal buyers and recycling centers in California. View up-to-date scrap metal prices, explore our interactive map of local scrap yards, and connect with reputable companies for fast and profitable scrap sales."
SA Recycling Los Angeles Downtown,https://www.sarecycling.com/yard/sa-recycling-los-angeles-downtown/,2728 Long Beach Ave,Los Angeles,CA,90058,United States,"['(323) 234-1883', '(800) 468-7272']",['inquiries.losangeles-downtown@sarecycling.com'],[],[],,"['Copper', 'Appliance', 'Brass', 'Steel', 'Aluminum', 'Iron', 'Stainless Steel', 'Scrap Metal', 'Lead', 'Zinc']",[],
COMMERCIALINDUSTRIALWaste Recycling,https://nvsalvage.com/,130 W. Owens Ave.,North Las Vegas,NV,89030,United States,[],[],[],[],,"['Auto Parts', 'Appliance']",[],
materials we buy or recycle,https://sandiegocountyrecycling.com/materials-we-buy/,3974 Spring Drive,Spring Valley,CA,91977,United States,['(619) 741-9780'],[],[],[],,"['Copper', 'Appliance', 'Brass', 'Steel', 'Aluminum', 'Iron', 'Scrap Metal', 'Lead']",[],Call or visit us for the top copper and scrap metal prices in San Diego/Spring Valley
"Process of Disposing Scrap Metal & Recycling in Chula Vista, CA",http://www.rileyrecycling.com/,2817 Main St,Chu,LA,,United States,[],[],[],[],,"['Appliance', 'Steel', 'Electronic', 'Aluminum', 'Precious Metals', 'Iron', 'Scrap Metal', 'Stainless Steel']",[],
Junkyards list inSacramento (CA),https://usjunkyards.com/st-california/cy-sacramento/,,,,,United States,['(888) 853-0481'],[],[],[],,"['Battery', 'Scrap Metal', 'Auto Parts']",[],"This page has compiled the nearest junkyards and auto salvage in Sacramento County, CA. ⭐ On this page, you can locate the nearest junkyards and salvage yards to find parts for your vehicle or to sell it."
"Salvage and Clean Cars for Sale in San Diego, CA",https://www.salvageautosauction.com/cars-for-sale/location/SAN_DIEGO-CA,7847 Airway Rd,San Diego,CA,92154,United States,['(954) 573-6936'],[],[],[],,[],[],"Salvage and Clean Cars for Sale at San Diego, CA. Over 180000 Repairable Vehicles for Sale at a Fraction of their Market Cost. Register for FREE today to join the live auctions at SalvageAutosAuction.com"
Scrap Metal Disposal,https://www.1800gotjunk.com/us_en/locations/junk-removal-sanfrancisco/scrap-metal,,,,,United States,"['(866) 877-3033', '(800) 468-5865', '(800) 619-2981']",[],[],[],,"['Copper', 'Appliance', 'Brass', 'Steel', 'Aluminum', 'Iron', 'Scrap Metal']",[],Looking for fast scrap metal disposal in San Francisco? 1-800-GOT-JUNK? provides same-day pickup and responsible recycling for all scrap metal types. Book now!
"Salvage Yard In Arroyo Grande, CA",https://www.timosautowrecking.com/,,,,,United States,"['(805) 343-9933', '(805) 400-2570']",['timosauto@hotmail.com'],[],[],,"['Auto Parts', 'Scrap Metal']",[],We specialize in auto salvage services and used car sales. Same-day services available. Handling DMV paperwork. Warranty on all used cars sold. Call us today.
"San Diego,California Junkyards & Salvage Yards",https://www.rustysautosalvage.com/california/san-diego.html,,,,,United States,"['(908) 124-1364', '(866) 439-4401']",[],[],[],,[],[],Our network of San Diego California junkyards and auto salvage yards will pay you cash for your junk car on the spot and offer free junk car removal in all of San Diego CA.
Scrap Metal Recycling | Metal Recycle Center | Recycle Yards California,https://medinascrapmetalrecycling.com/,,,,,United States,['(714) 922-0890'],[],[],[],,"['Appliance', 'Copper', 'Steel', 'Aluminum', 'Scrap Metal']",[],"Medina Scrap Metal Recycling center offers scrap metal recycle services. We have scrap metal recycle yards in Fullerton, Irvin, Anaheim, Los Angeles, and Buena Park."
"Las Vegas, NV Scrap Metal Prices",https://www.priceofscrapmetals.com/nevada/las-vegas/,1701 Western Avenue. The other three are on the north east,ern si,DE,,United States,[],[],[],[],,"['Copper', 'Brass', 'Steel', 'Electronic', 'Aluminum', 'Precious Metals', 'Iron', 'Stainless Steel', 'Scrap Metal', 'Lead']",[],"Find the Latest Scrap Metal Prices in Las Vegas, Nevada today. Check the current scrap price for copper, steel, aluminum, brass, gold and other ferrous and non-ferrous materials."
Parts,https://sanjoseautoparts.com/,,San Jose,CA,95112,United States,"['(408) 293-1375', '(669) 800-4271']",['info@sanjoseautoparts.com'],[],[],,"['Battery', 'Auto Parts']",[],"has the all the parts to repair and maintain your vehicle, as well as accessorize or take it to the next level with performance parts."
FREE Nationwide Part Locating and Shipping,http://www.tricountyautoparts.com/,"3116
950 Mission Rock Road",Santa Paula,CA,93060,United States,"['(805) 647-8440', '(805) 933-3116']",[],[],[],,"['Auto Parts', 'Iron']",[],
Metal Recycling in Murrieta,https://www.industrialscrapmetal.com/california/murrieta-metal-recycling/,,,,,United States,[],['billy@warank.com'],[],[],,"['Battery', 'Copper', 'Brass', 'Steel', 'Aluminum', 'Iron', 'Scrap Metal', 'Lead', 'Zinc']",[],"Metal Recycling in Murrieta, CA by Industrial Scrap Metal Recycling company. We recycle all types of metal like Alloy Steel, Aluminum, Appliances recycling, Automobile Batteries, and Brass in Murrieta, CA, etc."
California JUNKYARDS & SALVAGE YARDS,https://www.rustysautosalvage.com/california.html,660    Ford Expl,orer  Ye,AR,,United States,['(866) 439-4401'],[],[],[],,"['Copper', 'Iron', 'Scrap Metal']",[],Our network of California junkyards and auto salvage yards will pay you cash for your junk car on the spot and offer free junk car removal in all of CA.
Scrap Metal Buying in Los Angeles and San Diego,https://www.ekcometals.com/,2846 Commercial St,San Diego,CA,92113,United States,"['(619) 756-6696', '(323) 264-1615']",[],[],[],,"['Copper', 'Brass', 'Steel', 'Aluminum', 'Iron', 'Scrap Metal']",[],"With locations in Los Angeles and San Diego, Ekco Metals is a trusted scrap yard offering processing and recycling of ferrous and non-ferrous metals."
JunkYards inSan Diego (California),https://usjunkyards.com/st-california/cy-san-diego/ci-san-diego/,"217 Reviews





View Junkyard",Sell C,AR,,United States,"['(888) 871-4488', '(888) 853-0481']",[],[],[],,"['Auto Parts', 'Scrap Metal', 'Lead']",[],"Looking for JunkYards in San Diego, CA? Discover top car salvage yards near you to sell your junk car for cash or find auto parts. Visit USJunkYards.com for the best deals in your area!"
"San Francisco, California Junk Yards",https://www.usedpart.us/used-auto-parts/california/san-francisco/,,,,,United States,['(800) 646-4790'],['sales@usedpart.us'],[],[],,"['Battery', 'Auto Parts']",[],"Buy OEM used auto parts from local San Francisco, California Junk Yards and save thousands of dollars. Our ASE certified techs at San Francisco, California Junk Yards test and inspect all parts before being sold."
Nevada Recycling,https://iscrapapp.com/yards/us-nevada-henderson-nevada-recycling/,"75
Fire Wire
Forktruck Battery
FSX 414
Fuses
Gold
Hard Drive Boards
Hard Drives
Hard Drives without Boards
Hastelloy Solids
Hastelloy Turnings
Heliax Wire
High Speed Steel
Housewire
Incomplete Car
Inconel
Inconel 792
Inconel 800
Inconel 825
Ink Cartridges
Insulated Aluminum Wire
Insulated Copper Cable
Insulated Copper Wire
Insulated Steel BX
Invar
Junkshop Extrusion
Keyboard","s
Kov",AR,,United States,['(702) 856-0866'],[],[],[],,"['Battery', 'Copper', 'Brass', 'Steel', 'Catalytic Converter', 'Aluminum', 'Iron', 'Stainless Steel', 'Scrap Metal', 'Lead']",[],"Nevada Recycling, Scrap Metal Yard in Henderson, Nevada"
O'Reilly Auto Parts inSouth San Francisco (CA),https://usjunkyards.com/st-california/cy-san-mateo/ci-south-san-francisco/yd-22258-o-reilly-auto-parts/,"2025
											









 
Kay Oriz



Really like using the online ordering. And MUCH prefer this location than the Skyline Pl",aza o,NE,,United States,"['(888) 853-0481', '(650) 827-9081']",[],[],[],,"['Battery', 'Scrap Metal', 'Iron', 'Auto Parts']",[],"O'Reilly Auto Parts in 3541 Callan Blvd, South San Francisco, CA 94080 is located in the city of South San Francisco, CA  ᐉ Contact information, reviews, photos, and opening hours are on our USJunkYards salvage yard database."
Metal Recycling,https://atlasironandmetal.com/metal-recycling/,10019 S Alameda Street,Los Angeles,CA,90002,United States,"['(800) 540-5184', '(566) 518-4800', '(323) 566-5184']",[],[],[],,"['Copper', 'Steel', 'Aluminum', 'Iron', 'Scrap Metal']",[],"Atlas Iron & Metal Co., a scrap yard, offers scrap metal recycling near you in Los Angeles. We buy metal, copper, aluminum, iron, stainless steel & automotive scrap for cash."
California Auto Parts & Auto Dismantlersin Modesto,https://preferredjunkyard.com/california/modesto/california-auto-parts-auto-dismantlers/,618 S 9th St,Modesto,CA,95351,United States,['(209) 523-0751'],[],[],[],,['Auto Parts'],[],"View the main reviews of California Auto Parts & Auto Dismantlers in Modesto and get all the contact information, location details and opening hours."
Scrap Metal Buyers San Francisco - Alco Metals,https://alcometals.com/scrap-metal-buyers-san-francisco/,"39 MB.							



 



Send













San Leandro Headquarters 



									2140 Davis St.",San Leandro,CA,94577,United States,"['(707) 562-1107', '(408) 436-1107', '(209) 932-1107']","['getaquote@alcometals.com', 'info@alcometals.com']",[],[],,"['Copper', 'Appliance', 'Brass', 'Steel', 'Iron', 'Scrap Metal', 'Lead', 'Zinc']",[],
"San Jose, CA Scrap Metal Prices",https://www.priceofscrapmetals.com/california/san-jose/,1 million people. It is also the largest,city,IN,,United States,[],[],[],[],,"['Copper', 'Brass', 'Steel', 'Electronic', 'Aluminum', 'Precious Metals', 'Iron', 'Stainless Steel', 'Scrap Metal', 'Lead']",[],"Find the Latest Scrap Metal Prices in San Jose, California today. Check the current scrap price for copper, steel, aluminum, brass, gold and other ferrous and non-ferrous materials."
California,https://iscrapapp.com/yards-in/california/,"92029				




View Yard Profile








PREMIUM YARD
CASS Inc

				2730 Peralta Street",Oakla,ND,,United States,[],[],[],[],,"['Battery', 'Auto Parts', 'Copper', 'Brass', 'Steel', 'Electronic', 'Catalytic Converter', 'Aluminum', 'Iron', 'Stainless Steel']",[],"Find the salvage yards and scrap yards listed in California from the iScrap App. Search for current scrap metal prices, request containers, and more within minutes."
Part Search,https://www.actionautosanjose.com/part-search/,242 Hillcap Avenue,San Jose,CA,95136,United States,"['(800) 606-9732', '(408) 225-5553']",[],[],[],,['Auto Parts'],[],
"Home - Universal Service Recycling, Inc.",https://usrscrap.com/new/,3200 South El Dorado StreetSt,ockton,CA,95206,United States,[],['info@usrscrap.com'],[],[],,"['Scrap Metal', 'Iron']",[],
Scrap Metal Recycling San Jose - Alco Metals,https://alcometals.com/scrap-metal-recycling-san-jose/,"39 MB.							



 



Send













San Leandro Headquarters 



									2140 Davis St.",San Leandro,CA,94577,United States,"['(707) 562-1107', '(408) 436-1107', '(209) 932-1107']","['getaquote@alcometals.com', 'info@alcometals.com']",[],[],,"['Copper', 'Appliance', 'Brass', 'Steel', 'Aluminum', 'Iron', 'Stainless Steel', 'Scrap Metal', 'Lead']",[],
