name,address,city,state,zip_code,country,phone,website,email,latitude,longitude,shop_type,opening_hours,description,recycling_type,recycling_materials,accepts_cash,accepts_cards,wheelchair_access,industrial_use,craft_type,source,osm_id,osm_type,scraped_at,metal_types_detected,services_detected
U-Pull-&-Pay,,,,,US,,,,39.1972248,-84.4874104,scrap_yard,,,,,,,,scrap_yard,,OpenStreetMap Enhanced,614106557,way,2025-07-07T00:42:44.276008,[],[]
Garden Street Iron & Metal,,,,,US,,,,39.1344626,-84.539433,scrap_yard,,,,,,,,scrap_yard,,OpenStreetMap Enhanced,708417520,way,2025-07-07T00:42:44.276008,"['steel', 'aluminum']",[]
Allgeier Auto Parts Incorporated,,,,,US,,https://www.allgeierautoparts.com/,,39.2186219,-84.6953229,scrap_yard,,,,,,,,scrap_yard,,OpenStreetMap Enhanced,710849384,way,2025-07-07T00:42:44.276008,['aluminum'],[]
Bob's Auto Parts,4588 Kellogg Avenue,Cincinnati,OH,,US,,,,39.0935557,-84.4273046,scrap_yard,,,,,,,,scrap_yard,,OpenStreetMap Enhanced,832355717,way,2025-07-07T00:42:44.276008,[],[]
HHW Center,1301 Lamont Avenue,Kalamazoo,MI,49048,US,+1 269 383 8742,https://www.kalcounty.com/hcs/eh/hhw/,,42.2789558,-85.5478951,recycling,"Tu 08:00-13:00, We 12:00-18:00, Fr 08:00-13:00",,centre,,,,,,,OpenStreetMap Enhanced,403118251,way,2025-07-07T00:43:11.567142,[],[]
Kinsman Township,,,,,US,,,,41.4545553,-80.5897411,recycling,,,container,,,,,,,OpenStreetMap Enhanced,9528474755,node,2025-07-07T00:43:21.242003,[],[]
Metalico Shanango Valley,329 South Dock Street,Sharon,PA,16146,US,,,,41.2291093,-80.5059849,scrap_yard,,,,,,,,scrap_yard,,OpenStreetMap Enhanced,1330752089,way,2025-07-07T00:43:21.242003,['aluminum'],[]
Tin Can Alley,386 Hinds Street,Tonawanda,NY,14150,US,,,,43.0028966,-78.8896287,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,8095119248,node,2025-07-07T00:43:30.574088,"['titanium', 'aluminum', 'tin']",[]
Westside Value Redemption,,,,,US,,,,42.9222367,-78.8898303,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,8241482197,node,2025-07-07T00:43:30.574088,"['titanium', 'aluminum']",[]
Great Lakes Pressed Steel Corporation,,,,,US,,,,42.9223588,-78.8985484,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,8279666850,node,2025-07-07T00:43:30.574088,"['steel', 'stainless_steel', 'titanium', 'aluminum']",[]
WNY Bottle Redemption,1661 Hertel Avenue,Buffalo,NY,14216,US,(716) 426-8484,,,42.9474913,-78.8467151,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,9289219815,node,2025-07-07T00:43:30.574088,['titanium'],[]
Bottle & Can Retrieval Center,3820 Union Road,Buffalo,NY,14225,US,,,,42.9185998,-78.755418,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,10111838414,node,2025-07-07T00:43:30.574088,['aluminum'],[]
Bottle & Can Retrival Center,1942 Colvin Boulevard,Tonawanda,NY,14150,US,,,,42.9906604,-78.8531312,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,10143295452,node,2025-07-07T00:43:30.574088,['aluminum'],[]
Moden Disposal Services,,,,,US,,,,43.0389926,-78.8155185,waste_disposal,,,,,,,,,,OpenStreetMap Enhanced,10189645999,node,2025-07-07T00:43:30.574088,[],[]
Modern Disposal Services,,,,,US,,,,43.039192,-78.8147809,waste_disposal,,,,,,,,,,OpenStreetMap Enhanced,10189646004,node,2025-07-07T00:43:30.574088,[],[]
Bottle & Can Retrieval Center,2790 Sheridan Drive,Tonawanda,NY,14150,US,,,,42.981098,-78.8303363,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,10198286505,node,2025-07-07T00:43:30.574088,['aluminum'],[]
Clean Loop Recycling,88 Botsford Place,Buffalo,NY,14216,US,,,,42.9510293,-78.8749318,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,10541924856,node,2025-07-07T00:43:30.574088,[],[]
Hearts for the Homeless,,,,,US,,,,43.0157296,-78.7810482,recycling,24/7,,container,,,,,,,OpenStreetMap Enhanced,11186957302,node,2025-07-07T00:43:30.574088,['stainless_steel'],[]
The Can Shack,906 Brighton Road,Tonawanda,NY,14150,US,,,,42.9913766,-78.8396424,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,11339387415,node,2025-07-07T00:43:30.574088,[],[]
Bottle Bills,3245 Bailey Avenue,Buffalo,NY,14215,US,+17164242932,,,42.9431562,-78.8133013,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,1020802118,way,2025-07-07T00:43:30.574088,[],[]
Bucks 4 Bottles,932 Hertel Avenue,Buffalo,NY,14216,US,,,,42.9479742,-78.8737103,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,1214906291,way,2025-07-07T00:43:30.574088,[],[]
Skyscraper Shadows,,,,,US,,,,29.6199538,-95.2754915,,,,,,,,,,,OpenStreetMap Enhanced,151561168,node,2025-07-07T00:43:42.983248,[],[]
Tymetal Corporation,4501 Dixie Farm Road,Pearland,,77581,US,+1-888-978-4283,https://www.tymetal.com/,,29.5268831,-95.2551202,,,,,,,,,,,OpenStreetMap Enhanced,2573263102,node,2025-07-07T00:43:42.983248,"['titanium', 'aluminum']",[]
Goodwill Donation Center,1214 West 43rd Street,Houston,TX,,US,,,,29.8291659,-95.4304555,recycling,Mo-Su 08:00-18:00,,centre,,,,,,,OpenStreetMap Enhanced,3768401994,node,2025-07-07T00:43:42.983248,['titanium'],[]
"Bench (metal, 2ea)",,,,,US,,,,29.8122046,-95.6641344,bench,,,,,,,,,,OpenStreetMap Enhanced,4292401600,node,2025-07-07T00:43:42.983248,['aluminum'],[]
Apt 1802 giant dumpster,,,,,US,,,,29.7917838,-95.548513,waste_disposal,,,,,,,,,,OpenStreetMap Enhanced,5307104121,node,2025-07-07T00:43:42.983248,[],[]
Falcon Scrap Metal,10202B Fulton Street,Houston,TX,77076,US,,,,29.8536545,-95.3811818,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,6265708976,node,2025-07-07T00:43:42.983248,['aluminum'],[]
Goodwill Donation Center,,,,,US,,,,29.7596951,-95.4824094,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,6917875413,node,2025-07-07T00:43:42.983248,['titanium'],[]
American Recyclers,,,,,US,,,,30.0052154,-95.2553587,recycling,,,container,,,,,,,OpenStreetMap Enhanced,8542807231,node,2025-07-07T00:43:42.983248,[],[]
Genan,,,,,US,,,,29.8706949,-95.1172332,recycling,"Mo-Fr 08:30-12:00,12:30-17:00",,centre,,,,,,,OpenStreetMap Enhanced,11327623453,node,2025-07-07T00:43:42.983248,[],[]
Goodwill Industries Central Texas,,,,,US,,,,29.7258682,-95.4183044,recycling,,,,,,,,,,OpenStreetMap Enhanced,12493916379,node,2025-07-07T00:43:42.983248,[],[]
Goodwill West Texas,,,,,US,,,,29.7064991,-95.4164583,recycling,,,,,,,,,,OpenStreetMap Enhanced,12818406934,node,2025-07-07T00:43:42.983248,[],[]
Stella Roberts Recycling Center,,,,,US,,,,29.5451264,-95.3099689,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,128315697,way,2025-07-07T00:43:42.983248,[],[]
Westpark Consumer Recycling Center,5900 Westpark Drive,Houston,,,US,,,,29.7249696,-95.4829296,recycling,Mo-Sa 08:00-17:00,,centre,,,,,,,OpenStreetMap Enhanced,317083336,way,2025-07-07T00:43:42.983248,[],[]
Newport Metal Recycling,,,,,US,,,,29.7200952,-95.2870355,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,378862811,way,2025-07-07T00:43:42.983248,['aluminum'],[]
Gulf Coast Strap Metal,8770 Hempstead Road,Houston,TX,77008,US,+1-713-868-4111,https://www.gulfcoastscrapmetal.com/,gulfcoastscrapmetal@yahoo.com,29.7888475,-95.4422886,recycling,Mo-Fr 08:00-17:00; Sa 08:00-12:00,,centre,,,,,,,OpenStreetMap Enhanced,579719819,way,2025-07-07T00:43:42.983248,['aluminum'],[]
C&D Scrap Metal,6775 Bingle Road,Houston,TX,,US,,,,29.8641276,-95.488482,recycling,Mo-Fr 07:30-17:00; Sa 08:00-12:00; PH closed,,centre,,,,,,,OpenStreetMap Enhanced,690500603,way,2025-07-07T00:43:42.983248,['aluminum'],[]
RM Scrap Metal,9703½ Fulton Street,Houston,TX,,US,,,,29.8475352,-95.3789738,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,837883100,way,2025-07-07T00:43:42.983248,['aluminum'],[]
Nichole Scrap Metals,9741 Jensen Drive,Houston,TX,,US,,,,29.852636,-95.3407967,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,875991778,way,2025-07-07T00:43:42.983248,"['aluminum', 'nickel']",[]
Environmental Services Center,11500 South Post Oak Road,Houston,TX,77035,US,,https://houstontx.gov/solidwaste/esc.html,,29.649629,-95.4644,recycling,Tu - We 09:00-15:00; Sa[2] 09:00-13:00,,centre,,,,,,,OpenStreetMap Enhanced,1092144490,way,2025-07-07T00:43:42.983248,"['steel', 'aluminum']",[]
Waste Management Recycling Center,4939 Gasmer Drive,Houston,TX,77035,US,,,,29.650326,-95.465819,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,1092144890,way,2025-07-07T00:43:42.983248,[],[]
Spring Scrap Metal Recycling,19230 Kuykendahl Road,Spring,TX,77379,US,+1-281-528-0707,https://www.springscrapmetalrecycling.com,,30.04989,-95.4920198,recycling,"Mo-Fr 9:00 - 18:00, Sa 10:00 - 13:00",,centre,,,,,,,OpenStreetMap Enhanced,1375772382,way,2025-07-07T00:43:42.983248,['aluminum'],[]
City of Dallas,,,,,US,,,,32.9041102,-96.7541926,recycling,,,container,,,,,,,OpenStreetMap Enhanced,5138827502,node,2025-07-07T00:43:54.634697,[],[]
American Textile Recycling Service,,,,,US,,,,32.9086074,-96.7636239,recycling,,,container,,,,,,,OpenStreetMap Enhanced,5192594924,node,2025-07-07T00:43:54.634697,[],[]
City of Dallas Sanitation Services,,,,,US,,,,32.9347941,-96.7679311,recycling,,,container,,,,,,,OpenStreetMap Enhanced,6196693332,node,2025-07-07T00:43:54.634697,[],[]
FMI Recycling,,,,,US,,,,32.7183271,-96.8690925,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,6296245607,node,2025-07-07T00:43:54.634697,[],[]
Greenpath Recovery,,,,,US,,,,32.7184656,-96.8684796,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,6296245608,node,2025-07-07T00:43:54.634697,[],[]
World Wear LLC,,,,,US,,,,32.9551407,-96.8945504,recycling,,,container,,,,,,,OpenStreetMap Enhanced,8369140184,node,2025-07-07T00:43:54.634697,[],[]
Clothes & Shoes Recycling Bin,,,,,US,+1 703 595 2020,https://fillthebins.com,,32.9562142,-96.8928589,recycling,24/7,,container,,,,,,,OpenStreetMap Enhanced,11911146930,node,2025-07-07T00:43:54.634697,[],[]
Recycle Revolution,6835 Forest Park Road,,,75235,US,+1-214-566-3025,https://recyclerevolutiondallas.com/,info@recyclerevolutiondallas.com,32.8264799,-96.8510826,recycling,Mo-Fr 7:00-15:00; Sa-Su off,,centre,,,,,,,OpenStreetMap Enhanced,465038777,way,2025-07-07T00:43:54.634697,['titanium'],[]
Southwest (Oak Cliff) Transfer Station,,,,,US,,,,32.6879484,-96.8813745,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,467243383,way,2025-07-07T00:43:54.634697,['titanium'],[]
Northeast (Fair Oaks) Transfer Station,7400 Holly Hill Drive,,,,US,,,,32.8811749,-96.7523465,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,468149350,way,2025-07-07T00:43:54.634697,['titanium'],[]
Customer Convenience Recycling Center at McCommas Bluff Landfill,5450 Simpson Stuart Road,,,,US,,https://dallascityhall.com/departments/sanitation/Pages/electronic_waste.aspx,,32.6805119,-96.7281282,recycling,Mo-Fr 05:00-20:00; Sa 06:00-16:00,,centre,,,,,,,OpenStreetMap Enhanced,469105875,way,2025-07-07T00:43:54.634697,"['nickel', 'copper']",[]
Phoenix Recycling,,,,,US,,,,32.9219174,-96.6315154,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,1301335674,way,2025-07-07T00:43:54.634697,['nickel'],[]
Salvage Yard,,,,,US,,,,29.3119257,-98.4718361,scrap_yard,,,,,,,,scrap_yard,,OpenStreetMap Enhanced,121022604,way,2025-07-07T00:44:08.815094,['aluminum'],[]
San Antonio Bitters Recycling Center,1800 Wurzbach Parkway,San Antonio,TX,78216,US,,,,29.542061,-98.4673513,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,370853902,way,2025-07-07T00:44:08.815094,['nickel'],[]
San Antonio Household Hazardous Waste Disposal,7030 Culebra Road,San Antonio,TX,78238,US,,,,29.4511168,-98.6281848,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,678629305,way,2025-07-07T00:44:08.815094,"['aluminum', 'nickel']",[]
San Antonio Fence & Ornamental Iron,1410 North Colorado Street,San Antonio,TX,78207,US,,,,29.4407561,-98.509075,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,817411221,way,2025-07-07T00:44:08.815094,"['steel', 'titanium', 'aluminum', 'nickel']",[]
International Truck Parts,9809 New Laredo Highway,San Antonio,TX,78211,US,,,,29.3239361,-98.6031924,scrap_yard,,,,,,,,scrap_yard,,OpenStreetMap Enhanced,841080125,way,2025-07-07T00:44:08.815094,"['titanium', 'aluminum']",[]
Euro Parts,9663 New Laredo Highway,San Antonio,TX,78211,US,,,,29.3248828,-98.6026623,scrap_yard,,,,,,,,scrap_yard,,OpenStreetMap Enhanced,841080130,way,2025-07-07T00:44:08.815094,[],[]
A. G. Pickard Pecans,101 Nogalitos Street,San Antonio,TX,78204,US,,,,29.4090251,-98.501694,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,929735081,way,2025-07-07T00:44:08.815094,[],[]
Texas Towing,422 Steves Avenue,San Antonio,TX,78204,US,,,,29.3978127,-98.4938487,scrap_yard,,,,,,,,scrap_yard,,OpenStreetMap Enhanced,1033531452,way,2025-07-07T00:44:08.815094,[],[]
Atlas Towing,551 Steves Avenue,San Antonio,TX,78204,US,,,,29.3967188,-98.4913986,scrap_yard,,,,,,,,scrap_yard,,OpenStreetMap Enhanced,1033531456,way,2025-07-07T00:44:08.815094,[],[]
All Tex Towing,4100 South W. W. White Road,San Antonio,TX,78222,US,,,,29.3576849,-98.4024476,scrap_yard,,,,,,,,scrap_yard,,OpenStreetMap Enhanced,1106114169,way,2025-07-07T00:44:08.815094,['aluminum'],[]
Sundance Metal Fabricators,12306 Technology Boulevard,Austin,,78727,US,+1-512-250-2302,http://www.sundancemetal.com/,,30.436059,-97.7602233,,Mo-Fr 07:30-17:00,,,,,,,,metal_construction,OpenStreetMap Enhanced,2523606806,node,2025-07-07T00:44:22.970478,"['titanium', 'aluminum']",[]
Wright Recycling LLC,9709 Brown Lane,Austin,TX,78754,US,+1 512-367-0915,https://wrightrecyclingllc.com,,30.3508329,-97.6693609,recycling,"Mo-Fr 08:00-16:30, Sa 09:00-13:30",,centre,,,,,,,OpenStreetMap Enhanced,9771186339,node,2025-07-07T00:44:22.970478,[],[]
iHaul Junk Austin,2021 Guadalupe Street,Austin,TX,78705,US,+1-512-866-2907,https://ihauljunk.com/junk-removal-in-austin-tx,,30.2832978,-97.7416992,recycling,Mo-Su 08:00-20:00,,centre,,,,,,,OpenStreetMap Enhanced,11399466705,node,2025-07-07T00:44:22.970478,"['titanium', 'tin']",[]
Arms of Hope,,,,,US,,,,30.2331228,-97.7929593,recycling,,,container,,,,,,,OpenStreetMap Enhanced,12714854262,node,2025-07-07T00:44:22.970478,[],[]
A1 Parts Mart,9707 FM 812,Austin,TX,78719,US,+1-512-243-2718,https://www.a1partsmart.com/,diana@a1partsmart.com,30.1545269,-97.6824061,scrap_yard,Mo-Fr 08:00-17:30,,,,,,,scrap_yard,,OpenStreetMap Enhanced,383114729,way,2025-07-07T00:44:22.970478,[],[]
CMC Recycling,1704 West Howard Lane,Austin,TX,,US,,,,30.4281445,-97.6783815,recycling,,,,,,,,,,OpenStreetMap Enhanced,383184775,way,2025-07-07T00:44:22.970478,[],[]
Austin Wrench A Part,5055 East Hwy 71,Del Valle,TX,78617,US,,https://wrenchapart.com,,30.188823,-97.5654385,scrap_yard,,,,,,,,scrap_yard,,OpenStreetMap Enhanced,386036762,way,2025-07-07T00:44:22.970478,"['titanium', 'tin']",[]
Recycle & Reuse Drop-off Center,2514 Business Center Drive,Austin,TX,78744,US,+1-512-974-4343,https://www.austintexas.gov/dropoff,,30.2134329,-97.7373612,recycling,Mo-Sa 09:00-16:30; PH off; Su off,Appointment needed to drop off items.  Use Website to obtain appointment.,centre,,,,,,,OpenStreetMap Enhanced,1179813063,way,2025-07-07T00:44:22.970478,[],[]
ABS Metal Recycling,10519 McAngus Road,Del Valle,TX,78617,US,+1-512-826-0797,http://www.absrecycling.com/,,30.152656,-97.6689714,recycling,Mo-Fr 08:00-16:30; Sa 08:00-16:00,,centre,,,,,,,OpenStreetMap Enhanced,1185608567,way,2025-07-07T00:44:22.970478,['aluminum'],[]
Austin Wood Recycling,9201 FM 812,Austin,TX,78719,US,,https://www.austinwoodrecycling.com/,,30.1555498,-97.6873274,recycling,Mo-Fr 08:00-17:00; Sa 08:00-14:00,,centre,,,,,,,OpenStreetMap Enhanced,1185824388,way,2025-07-07T00:44:22.970478,"['titanium', 'tin']",[]
Gardner Metal Recycling,,,,,US,,,,30.3307322,-97.616078,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,1201742548,way,2025-07-07T00:44:22.970478,['aluminum'],[]
Recycle Facility,,,,,US,,,,30.2204264,-97.6098004,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,1372044701,way,2025-07-07T00:44:22.970478,[],[]
Compra de metales,,,,,US,,,,25.8540334,-97.4748286,recycling,,,,,,,,,,OpenStreetMap Enhanced,4537330292,node,2025-07-07T00:44:30.573502,['aluminum'],[]
Compra y venta metales,,,,,US,,,,25.8376591,-97.4790908,recycling,,,,,,,,,,OpenStreetMap Enhanced,4537330390,node,2025-07-07T00:44:30.573502,['aluminum'],[]
Pull-A-Part,12000 Montana Avenue,El Paso City,TX,,US,,,,31.8018486,-106.2742016,recycling,,,,,,,,,,OpenStreetMap Enhanced,457772942,way,2025-07-07T00:44:39.454822,[],[]
RG Pick-A-Part,8330 Doniphan Drive,Anthony,TX,79821,US,,,,31.9759256,-106.5995579,scrap_yard,,,,,,,,scrap_yard,,OpenStreetMap Enhanced,1108399343,way,2025-07-07T00:44:39.454822,[],[]
Imports & More Auto Salvage,13471 Montana Ave,El Paso,TX,79938,US,+1-915-855-3269,http://importsandmoreautosalvagetx.com,,31.8153371,-106.2191667,scrap_yard,,,,,,,,scrap_yard,,OpenStreetMap Enhanced,1343871214,way,2025-07-07T00:44:39.454822,['aluminum'],[]
Best Grease Service,5232 Nadine Drive,Haltom City,TX,76117,US,+1-817-831-1041,http://oilrecyclinghaltomcity.com,,32.8192997,-97.269422,recycling,,,,,,,,,,OpenStreetMap Enhanced,6611326408,node,2025-07-07T00:44:51.575688,[],[]
Progressive Waste Solutions,,,,,US,,,,32.6742126,-97.4055803,recycling,,,container,,,,,,,OpenStreetMap Enhanced,7321059766,node,2025-07-07T00:44:51.575688,[],[]
University of Texas at Arlington,,,,,US,,,,32.7317536,-97.1085966,recycling,,,container,,,,,,,OpenStreetMap Enhanced,9601017619,node,2025-07-07T00:44:51.575688,[],[]
Tarrant County College,,,,,US,,,,32.8464454,-97.1933425,recycling,,,container,,,,,,,OpenStreetMap Enhanced,12312368002,node,2025-07-07T00:44:51.575688,[],[]
Tarrant County College District,,,,,US,,,,32.8467841,-97.1918719,recycling,,,container,,,,,,,OpenStreetMap Enhanced,12574297301,node,2025-07-07T00:44:51.575688,[],[]
MMW Fabrication LTD,1155 West Hurst Blvd,Hurst,TX,76053,US,+1-817-589-0881,https://mmwfabrication.com/,,32.808132,-97.1990718,,"Mo-Tu 09:00-18:00, We 09:00-17:00, Th-Fr 09:00-18:00",,,,,,,,metal_construction,OpenStreetMap Enhanced,560015852,way,2025-07-07T00:44:51.575688,"['titanium', 'aluminum']",[]
DFW Recyclers,2410 West Division Street,Arlington,TX,76012,US,+1-682-323-8163,,,32.7349087,-97.1470574,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,659542057,way,2025-07-07T00:44:51.575688,[],[]
Goodwill Outlet Store,2462 Mansfield Highway,Fort Worth,TX,,US,,,,32.6881214,-97.2939505,recycling,,,,,,,,,,OpenStreetMap Enhanced,7361794,relation,2025-07-07T00:44:51.575688,[],[]
Forsyth County Recyle Center,,,,,US,,,,34.1011461,-84.138578,recycling,,,centre,,,,,,,OpenStreetMap Enhanced,6306168632,node,2025-07-07T00:45:13.213159,[],[]
Clothing Collection Box,,,,,US,,,,34.0073793,-84.2922517,recycling,,,container,,,,,,,OpenStreetMap Enhanced,8031774339,node,2025-07-07T00:45:13.213159,['titanium'],[]
New Life Technology Group,1000 Union Center Drive,Alpharetta,GA,30004,US,+1 404-313-8215,https://www.newlifetechgroup.com,,34.1269807,-84.2342898,recycling,Mo-Fr 08:00-16:00,,centre,,,,,,,OpenStreetMap Enhanced,11017702612,node,2025-07-07T00:45:13.213159,[],[]
Kennesaw Public Works,,,,,US,,https://www.cobbcounty.org/keep-cobb-beautiful/recycling/glass-recycling,,34.0304532,-84.6157843,recycling,,,container,,,,,,,OpenStreetMap Enhanced,11504831650,node,2025-07-07T00:45:13.213159,[],[]
Simple Electronic Recycling,3473 Cherokee Street Northwest,Kennesaw,GA,30144,US,+1 470-232-1391,http://www.simpleelectronicrecycling.com/,,34.0377667,-84.6058349,recycling,Mo-Fr 09:00-16:00,,centre,,,,,,,OpenStreetMap Enhanced,11850657923,node,2025-07-07T00:45:13.213159,['nickel'],[]
Clothes Bin,,,,,US,,,,34.1024617,-84.5412505,recycling,24/7,,container,,,,,,,OpenStreetMap Enhanced,12249124755,node,2025-07-07T00:45:13.213159,[],[]
Hobgood Park,,,,,US,,,,34.1315273,-84.5828909,waste_disposal,,,,,,,,,,OpenStreetMap Enhanced,12263133982,node,2025-07-07T00:45:13.213159,[],[]
Children's Healthcare Of Atlanta,,,,,US,,,,34.1124682,-84.5635287,recycling,24/7,,container,,,,,,,OpenStreetMap Enhanced,12277798207,node,2025-07-07T00:45:13.213159,[],[]
ABC Recycling,,,,,US,+1 (678) 290-9866,,,33.965879,-84.5349882,recycling,Mo-Fr 08:00-17:00; Sa 08:00-14:00,,centre,,,,,,,OpenStreetMap Enhanced,332078201,way,2025-07-07T00:45:13.213159,[],[]
Kinmetal,3125 Trotters Parkway,,,,US,,,,34.1264778,-84.231465,,,,,,,,,,,OpenStreetMap Enhanced,392756437,way,2025-07-07T00:45:13.213159,['aluminum'],[]
Marietta Auto Salvage,317 Freys Gin Road Southeast,Marietta,GA,30067,US,+1 (770) 423-0198,http://www.partsrequest.com/,,33.9445752,-84.5148081,scrap_yard,Mo-Fr 08:00-17:00; Sa 08:00-14:00,,,,,,,scrap_yard,,OpenStreetMap Enhanced,424461699,way,2025-07-07T00:45:13.213159,['aluminum'],[]
Pacesetter Steel Services,1100 Shallowford Road Northeast,,GA,30066,US,+1 770-591-5656,https://teampacesetter.com/,myadvantage@teampacesetter.com,34.0556512,-84.5179713,,,,,,,,yes,,metal_construction,OpenStreetMap Enhanced,792249587,way,2025-07-07T00:45:13.213159,"['steel', 'titanium', 'aluminum']",[]
LA Steel Works,2009 Dorsey Road Northeast,,,,US,+1-678-725-0588,https://lasteelworks.com/,,34.0009308,-84.5225743,,Mo-Fr 07:30-16:00,,,,,,,,metal_construction,OpenStreetMap Enhanced,992847850,way,2025-07-07T00:45:13.213159,"['steel', 'titanium', 'aluminum']",[]
CC Image Group,2009 Dorsey Road Northeast,,,,US,+1-770-883-3506,https://www.ccimagegroup.com/,,34.001692,-84.521768,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,992847856,way,2025-07-07T00:45:13.213159,"['titanium', 'aluminum']",[]
Tolbert Street Recycling Center,351 Tolbert Street,Cumming,GA,30040,US,,,,34.203429,-84.1498649,recycling,Mo-Sa 07:30-17:00,,centre,,,,,,,OpenStreetMap Enhanced,1089893754,way,2025-07-07T00:45:13.213159,[],[]
"Willfab, Inc.",4648 Canton Road Northeast,,,,US,,,,34.0632697,-84.5201278,,,,,,,,,,metal_construction,OpenStreetMap Enhanced,1303776180,way,2025-07-07T00:45:13.213159,"['titanium', 'aluminum']",[]
Hobgood Park Recycling Center,6688 Bells Ferry Road,Woodstock,GA,30189,US,,,,34.1315342,-84.5855717,recycling,Mo-Su 09:00-18:00,,centre,,,,,,,OpenStreetMap Enhanced,1305522817,way,2025-07-07T00:45:13.213159,[],[]
Republic Services,,,,,US,,,,33.651313,-86.8215119,waste_disposal,,,,,,,,,,OpenStreetMap Enhanced,7816309493,node,2025-07-07T00:45:24.059005,[],[]
Santek Waste Services,,,,,US,,,,33.6511755,-86.8159687,waste_disposal,,,,,,,,,,OpenStreetMap Enhanced,7816309495,node,2025-07-07T00:45:24.059005,[],[]
LKQ Parts,,,,,US,,,,33.8390689,-86.6695377,scrap_yard,,,,,,,,scrap_yard,,OpenStreetMap Enhanced,1158623674,way,2025-07-07T00:45:24.059005,[],[]
Middle Valley Recycling,,,,,US,,,,35.1898029,-85.1732844,recycling,,,,,,,,,,OpenStreetMap Enhanced,945904448,node,2025-07-07T00:45:33.040521,['aluminum'],[]
Red Bank Recycling Center,4857 Dayton Boulevard,,,,US,,https://recycle.hamiltontn.gov/,,35.1401645,-85.2783374,recycling,Tu-Fr 10:00-18:00; Sa 08:00-16:00,,centre,,,,,,,OpenStreetMap Enhanced,2186609606,node,2025-07-07T00:45:33.040521,[],[]
car junk yard,,,,,US,,,,35.0613004,-85.2547401,recycling,,,,,,,,,,OpenStreetMap Enhanced,209370946,way,2025-07-07T00:45:33.040521,[],[]
Household Hazardous Waste Collection Facility,4063 North Hawthorne Street,,,,US,,,,35.0880525,-85.244961,recycling,Tu-Sa 08:00-15:00,,centre,,,,,,,OpenStreetMap Enhanced,1076391707,way,2025-07-07T00:45:33.040521,['titanium'],[]
Wood Recycling Center,4063 North Hawthorne Street,,,,US,,https://chattanooga.gov/public-works/city-wide-services/wood-recycling-center,,35.0883205,-85.2456365,recycling,Mo-Sa 08:00-16:00,,centre,,,,,,,OpenStreetMap Enhanced,1076391708,way,2025-07-07T00:45:33.040521,[],[]
Highway 58 Recycling Center,5414 Highway 58,,,,US,,https://recycle.hamiltontn.gov/,,35.1047053,-85.1578352,recycling,"Mo,We 09:00-17:00; Sa 08:00-16:00",,centre,,,,,,,OpenStreetMap Enhanced,1096805893,way,2025-07-07T00:45:33.040521,[],[]
Middle Valley Recycling Center,1868 East Crabtree Road,,,,US,,https://recycle.hamiltontn.gov/,,35.1856033,-85.1763479,recycling,"Mo, We 09:00-17:00; Sa 08:00-16:00",,centre,,,,,,,OpenStreetMap Enhanced,1098980928,way,2025-07-07T00:45:33.040521,['aluminum'],[]
Standifer Gap Recycling Center,7625 Standifer Gap Road,,,,US,,https://recycle.hamiltontn.gov/,,35.049826,-85.1318116,recycling,Mo-Fr 09:00-17:00; Sa 08:00-16:00,,centre,,,,,,,OpenStreetMap Enhanced,1098980929,way,2025-07-07T00:45:33.040521,[],[]
CMC Recycling,,,,,US,,,,35.0784509,-85.3377222,scrap_yard,,,,,,,,scrap_yard,,OpenStreetMap Enhanced,1215548255,way,2025-07-07T00:45:33.040521,[],[]
Element At East North,,,,,US,,,,34.8708134,-82.3508022,waste_disposal,,,,,,,,,,OpenStreetMap Enhanced,8246386176,node,2025-07-07T00:45:42.377429,[],[]
